Cluster_ID,Compound_ID
53,Z16600444
53,Z16600446
53,Z16600449
0,Z16598198
1307,Z16599592
0,Z16598071
0,Z16599007
0,Z16599009
0,Z16599014
0,Z16599015
0,Z16599058
0,Z16599061
53,Z16600383
0,Z16599062
0,Z16599063
0,Z16598319
53,Z16599686
170,Z16600599
303,Z16598340
53,Z16600634
53,Z16600478
40,Z16600492
108,Z16599167
53,Z16599606
53,Z16599607
53,Z16600500
1306,Z16600506
134,Z16598236
0,Z16598248
0,Z16598261
0,Z16598262
0,Z16599194
0,Z16599200
0,Z16598268
0,Z16598380
1306,Z16599748
302,Z16598415
213,Z353309534
11,Z16629111
132,Z16628743
1305,Z16629575
4215,Z119781932
1303,Z16638851
4214,Z16637531
1304,Z16638969
1304,Z16638971
4213,Z16638133
87,Z413363106
4212,Z16638755
4211,Z16639356
1303,Z16639381
87,Z433625672
33,Z352262320
164,Z494702788
4210,Z106428932
4209,Z510259134
33,Z352262382
87,Z413363112
87,Z413363108
1302,Z352259998
33,Z352262522
11,Z16628783
11,Z16628787
11,Z16628792
133,Z16628793
11,Z16629194
11,Z16629620
13,Z16629625
11,Z16629655
11,Z16628834
132,Z16629265
11,Z16629673
742,Z16629676
11,Z16629271
13,Z16629298
4208,Z510518632
1300,Z16660164
1301,Z16664384
4207,Z16664856
741,Z16664444
1300,Z16660523
4206,Z434155990
9,Z16664645
124,Z16644305
4205,Z1500119418
4204,Z16639482
146,Z16643437
4203,Z16644366
456,Z16644844
1299,Z16639505
1299,Z16639579
4202,Z510388542
456,Z16644071
301,Z16643612
740,Z16644107
4201,Z16644150
4200,Z510367880
4199,Z510397320
4198,Z1148589190
4197,Z510460868
4196,Z1148567582
4195,Z139991572
4194,Z510519688
741,Z16664277
4193,Z510510500
4192,Z16663888
169,Z16668439
1298,Z510477356
455,Z16668961
168,Z16673511
1297,Z16668504
4191,Z134379228
4190,Z16673686
23,Z16669023
23,Z16669031
23,Z16668559
23,Z16669049
455,Z16669073
59,Z16672946
300,Z16668610
23,Z16668613
23,Z16669102
739,Z16672972
300,Z16669134
300,Z16669135
4189,Z437721252
23,Z16668661
23,Z16668679
23,Z16668684
1296,Z16673028
168,Z16673033
168,Z16673573
1295,Z16668717
168,Z16673603
168,Z16673661
1294,Z16669693
454,Z16669694
23,Z16668327
23,Z16669271
168,Z16673159
455,Z16668372
244,Z16673296
738,Z16687042
4188,Z2002126824
737,Z16686291
100,Z16687221
70,Z16687719
15,Z16688270
4187,Z16686806
56,Z16688288
4186,Z16686833
1293,Z16673331
4185,Z16686510
736,Z16686939
218,Z16686948
737,Z16686019
15,Z16688371
4184,Z16688489
4183,Z1499396822
735,Z1148653324
4182,Z1498924875
4181,Z2001910124
694,Z353313758
86,Z16710095
86,Z16709699
624,Z340889688
4180,Z510675068
13,Z16629306
13,Z16629322
11,Z16630153
11,Z16630157
4179,Z369970286
299,Z16629332
11,Z16629339
11,Z16629346
13,Z16629349
11,Z16628966
13,Z16629378
11,Z16629400
4178,Z16629403
742,Z16629006
11,Z16629021
13,Z16629443
13,Z16629446
13,Z16629456
11,Z16629052
13,Z16629457
13,Z16629470
13,Z16629471
13,Z16629476
13,Z16629478
13,Z16629482
11,Z16628661
13,Z16629485
4177,Z133837920
13,Z16628687
13,Z16629531
11,Z16628715
11,Z16629110
4176,Z2001823442
4175,Z450881904
4174,Z16722592
4173,Z16721848
4172,Z1500193091
4171,Z16721951
4170,Z16721984
4169,Z16728754
4168,Z381223994
4167,Z899971034
4166,Z1500172920
4165,Z442383156
4164,Z413399440
4163,Z437451400
4162,Z117856458
1292,Z117858734
4161,Z1148786001
4160,Z117855014
526,Z16745974
4159,Z16746302
1292,Z296111590
4158,Z285155628
4157,Z237953458
4156,Z225097038
4155,Z117860318
1118,Z2001625419
4154,Z109996526
4153,Z167301222
1290,Z193257176
4152,Z223883746
4151,Z2002232729
4150,Z510871676
4149,Z16780782
4148,Z1148816057
1291,Z510983956
453,Z510988258
4147,Z2002149841
1286,Z510986454
4146,Z433849980
118,Z193256120
1290,Z193258356
4145,Z284701332
1289,Z434193350
4144,Z16779972
734,Z510945042
452,Z510988980
1288,Z510980702
733,Z510985022
4143,Z46409718
1287,Z510985074
1286,Z510991480
4142,Z510978812
453,Z510987378
4141,Z46519760
4140,Z46498102
4139,Z510978894
4138,Z510985430
699,Z752037906
4137,Z413260340
4136,Z97034143
453,Z510985514
733,Z510979318
4135,Z1429375964
4134,Z17813992
452,Z510983748
1279,Z112410164
1257,Z200726368
1282,Z16817490
26,Z16818445
4133,Z16817993
219,Z16817540
219,Z16817541
131,Z16818528
298,Z16817096
131,Z16818054
4132,Z16818540
4131,Z16817592
334,Z16818112
4130,Z16818624
1151,Z511162146
4129,Z16817220
1285,Z16824298
4128,Z106659268
85,Z16823869
451,Z16824358
4127,Z218092266
85,Z16823937
764,Z16823955
1284,Z97027923
4126,Z511146742
275,Z103880432
4125,Z112343676
4124,Z511028536
1283,Z16818729
732,Z16817337
131,Z16817839
79,Z16817404
4123,Z103940424
419,Z134786452
1282,Z16817453
26,Z16818428
25,Z16818438
451,Z16824060
4122,Z416180938
34,Z16823617
4121,Z16823628
85,Z16824067
85,Z16824582
4120,Z16825053
451,Z16824154
4119,Z16823748
4118,Z16825128
1281,Z435533856
85,Z16824221
85,Z16823786
85,Z16824256
85,Z16824259
4117,Z32845204
4116,Z414004512
655,Z17459311
4115,Z106239900
4114,Z134787334
4113,Z135222692
731,Z16840242
731,Z16839880
4112,Z106239168
731,Z16839921
1281,Z433688540
1280,Z20228203
1279,Z112219198
4111,Z194134110
4110,Z433625900
1273,Z65170713
85,Z97488297
218,Z20271204
218,Z225165964
1261,Z66356880
1254,Z87587728
4109,Z194144388
450,Z16859229
4108,Z105446234
444,Z104381512
4107,Z16858330
4106,Z16858332
1277,Z16858785
1073,Z16859274
4105,Z16859286
91,Z223978876
1278,Z113878154
1278,Z113879024
449,Z16858024
449,Z16858032
444,Z104381510
1270,Z16858994
4104,Z17185287
4103,Z16858563
1277,Z16858576
4102,Z151726350
1275,Z114066928
1276,Z16839666
1276,Z16839691
4101,Z105133950
4100,Z97461198
526,Z20228862
1275,Z113879168
730,Z433471148
1274,Z994225642
4099,Z52661038
4098,Z16857762
1273,Z65220728
86,Z16859647
448,Z117548378
1265,Z98040396
1272,Z1500003591
729,Z16862983
447,Z16863437
1262,Z197602060
4097,Z197598602
1271,Z513024900
729,Z16862547
447,Z16863944
4096,Z352904336
444,Z106113286
450,Z16859795
4095,Z203963044
7,Z16863063
6,Z19592381
4094,Z225592906
4093,Z16859849
728,Z226403814
4092,Z16862638
4091,Z96686615
4090,Z92658605
4089,Z16864072
36,Z16864500
450,Z16859931
20,Z16863232
1270,Z16859954
1269,Z16864592
1268,Z195369620
446,Z16862779
297,Z16862786
1267,Z16862792
297,Z16862800
6,Z19600370
445,Z113574802
137,Z16872802
4088,Z223458276
4087,Z24171790
1263,Z98497524
4086,Z19502699
4085,Z117568396
4084,Z201722198
1264,Z97773825
646,Z16862336
728,Z224845240
727,Z90105759
727,Z90104887
1242,Z16864239
4083,Z16862387
297,Z16862388
446,Z16862866
729,Z16862905
446,Z16862938
4082,Z362710230
88,Z16873697
1266,Z92418504
1250,Z511346236
4081,Z511346522
4080,Z16873036
726,Z97726240
4079,Z1500001281
1265,Z96481303
4078,Z126225438
1264,Z97333300
725,Z16873806
4077,Z16873838
445,Z113704726
445,Z113733830
4076,Z29150851
4075,Z91928016
727,Z126186042
4074,Z16879164
4073,Z104376976
445,Z113538806
1263,Z98390357
1262,Z151833360
4072,Z151833278
444,Z106312964
4071,Z2001793981
443,Z62912589
4070,Z16879449
4069,Z511337486
4068,Z200575804
4067,Z16879038
1261,Z51593642
4066,Z113728920
4065,Z98384232
724,Z16884147
4,Z16884651
4,Z16884652
27,Z16884653
441,Z16886481
4064,Z16883756
1231,Z16883764
1260,Z27633678
4,Z16884683
71,Z16884690
71,Z16884696
217,Z16885186
217,Z16885191
338,Z19910902
441,Z16886191
4063,Z17775691
1259,Z16884729
4,Z16884292
71,Z16884758
4,Z16884770
4,Z16884774
71,Z16884781
441,Z16887466
217,Z16884311
27,Z16884329
216,Z16884331
71,Z16884341
71,Z16884343
4,Z16884355
4062,Z16884830
4061,Z46314015
440,Z16884859
27,Z16884873
1138,Z236128704
4060,Z105644438
442,Z16884397
27,Z16884400
1259,Z16884403
4,Z16884904
4,Z16884908
4059,Z433215882
27,Z16884441
27,Z16884451
27,Z16884910
4,Z16884918
4,Z16884920
216,Z16884932
296,Z16884933
4058,Z16886302
4,Z16884455
296,Z16884460
4,Z16884463
4,Z16884939
4,Z16884942
4,Z16884947
4,Z16884951
4,Z16884952
4,Z16884957
4,Z16884964
441,Z16886322
440,Z16884497
4,Z16884502
4,Z16884507
4,Z16884967
27,Z16885010
4,Z16885011
27,Z16885020
724,Z16883653
27,Z16885037
4,Z16885038
27,Z16885056
27,Z16885068
1137,Z26707483
289,Z413362552
4057,Z511353006
4056,Z412575198
4055,Z511358120
4054,Z410031314
1258,Z211832456
4053,Z410646364
4052,Z16897631
4051,Z411223170
1257,Z412573256
4050,Z16897276
4049,Z87674669
4048,Z29189178
4047,Z412574862
325,Z29189483
4046,Z219208300
4045,Z354555530
1048,Z319147102
4044,Z321250772
4043,Z511357136
4042,Z241679328
4041,Z511512270
717,Z412573906
4040,Z1497703519
4039,Z352893904
4038,Z16919352
4037,Z355788182
723,Z200811724
4036,Z511354168
4035,Z511358944
4034,Z219847238
4033,Z16919425
813,Z412574220
1198,Z414005376
4032,Z27515282
1255,Z16940422
4031,Z16941336
4030,Z113642818
4029,Z231865032
4028,Z758696244
1256,Z90798286
1255,Z16940993
4027,Z2002160190
1254,Z89991015
4026,Z412699412
4025,Z952525380
726,Z97462498
4024,Z1021244958
4023,Z269736630
4022,Z1498477271
4021,Z1082940632
4020,Z224844400
599,Z16960355
1253,Z16959594
722,Z759102348
4019,Z434550348
4018,Z643185252
4017,Z226782050
1252,Z27994017
1251,Z758572484
4016,Z241703806
439,Z412895568
439,Z414004916
4015,Z241260062
438,Z413362092
4014,Z32767813
4013,Z32767235
1250,Z102883182
4012,Z226298718
791,Z88212524
722,Z914544764
4011,Z1151178472
4010,Z164738022
1249,Z62816193
4009,Z197566770
4008,Z511494878
4007,Z511506824
1248,Z16983308
721,Z925888736
4006,Z146679114
215,Z381301460
1247,Z16982665
719,Z16988318
4005,Z343390512
4004,Z16988000
408,Z613327918
720,Z355085066
719,Z16988577
4003,Z2002424727
719,Z16987694
4002,Z16988219
268,Z16988705
4001,Z16988278
437,Z413363022
1152,Z1499584656
4000,Z511702474
3999,Z448201044
36,Z17055184
3998,Z511702754
3997,Z17054416
120,Z17055025
104,Z17061847
1246,Z511770490
3996,Z1149203245
934,Z1149229738
512,Z17062046
130,Z17076803
130,Z17076832
3995,Z511846842
386,Z511788530
1245,Z511836018
130,Z17077103
1244,Z17074361
134,Z17062093
26,Z17063196
663,Z416117336
66,Z17062291
293,Z17062292
3994,Z1151215055
437,Z413363014
3993,Z2002289119
437,Z413363016
3992,Z2002237508
3991,Z511765702
3990,Z1416262489
3989,Z410501444
3988,Z410225348
723,Z645337288
665,Z446657508
3987,Z511715154
1243,Z511722600
3986,Z511669462
3985,Z511814796
633,Z511779152
3984,Z511772422
386,Z511789194
718,Z435025622
434,Z435044520
436,Z416319680
105,Z410131956
3983,Z402469212
105,Z410176248
717,Z410180288
3982,Z511897780
294,Z413762742
105,Z402469138
3981,Z410107096
105,Z410200938
3980,Z1757828828
1105,Z1754476286
187,Z17097377
3979,Z1755775766
3978,Z17103660
1242,Z17104119
110,Z223462510
435,Z17100780
224,Z223462512
222,Z17101329
797,Z511870930
94,Z17103758
295,Z17104192
3977,Z235488548
3976,Z412839370
473,Z17102394
1239,Z197511914
435,Z17101002
294,Z434211754
294,Z413878114
3975,Z1149268219
3974,Z1149267877
3973,Z433626528
294,Z435629884
3972,Z413420202
3971,Z353328048
3970,Z1500153684
3969,Z411224346
294,Z434255764
3968,Z1500089620
1208,Z402469142
105,Z511913484
3967,Z353327474
105,Z413214658
1241,Z412292624
434,Z412662568
105,Z409994862
3966,Z511947970
3965,Z17127481
970,Z512009142
3964,Z17142112
433,Z17107023
432,Z17100005
3963,Z1500082785
1240,Z107726016
3962,Z17101116
198,Z198741850
3961,Z17100606
432,Z223457426
295,Z17104026
1239,Z212056300
3960,Z17101202
259,Z188745630
3959,Z17142403
3958,Z17141978
245,Z512026462
431,Z88270179
512,Z17164520
3957,Z82255868
52,Z336683840
339,Z17171907
52,Z402460074
3956,Z17197183
19,Z17197206
301,Z17194733
104,Z17195228
26,Z17195746
192,Z221420340
429,Z17197718
26,Z17195763
104,Z17194414
66,Z17194858
3955,Z17252112
3954,Z220424898
3953,Z1502707753
3952,Z1502703484
3951,Z1502702620
1238,Z838282660
1238,Z1502743798
1237,Z86395161
3950,Z102535524
430,Z1149461374
3949,Z887142590
1237,Z220601184
3948,Z397857884
3947,Z1502708271
3946,Z1502715258
430,Z1149459318
3945,Z512394952
3944,Z887146224
104,Z17196069
425,Z17197085
429,Z17198044
429,Z17198071
3943,Z512216310
3942,Z17179056
1236,Z402540190
1235,Z336684034
18,Z17178435
104,Z17183477
3941,Z402509166
66,Z17182266
293,Z17182267
3940,Z30700645
104,Z17181822
228,Z17184215
3939,Z236256670
3938,Z1843936613
18,Z17188620
66,Z17193131
428,Z17189145
428,Z17189151
427,Z17189156
25,Z17194029
664,Z17193248
3937,Z2002954417
427,Z17189707
1234,Z17187524
124,Z17189296
716,Z17189766
266,Z17192923
3936,Z17192001
426,Z17189462
425,Z17196391
124,Z17195426
425,Z17196947
423,Z175867698
31,Z17196987
424,Z212051508
512,Z17197523
228,Z17197990
3935,Z2002952786
3934,Z512220596
113,Z17195157
423,Z17196117
1233,Z234856992
1233,Z17196654
3933,Z1612116674
1232,Z17210921
3932,Z17214971
3931,Z2002965893
292,Z1502709876
292,Z237580800
292,Z229052056
292,Z1502709900
3930,Z846964170
3929,Z887140356
334,Z17275985
3928,Z887146700
3927,Z887142884
1231,Z512564782
3926,Z887141822
3925,Z1502700531
3924,Z887146166
3923,Z1502714402
3922,Z512527464
3921,Z435506122
228,Z17225410
3920,Z413362962
3919,Z1502838839
3918,Z169962770
167,Z402461802
3917,Z126415708
103,Z402485978
3916,Z1502906557
715,Z353205984
715,Z336556928
3915,Z431761410
422,Z336598530
714,Z353123066
714,Z352903874
422,Z336506174
422,Z353155324
3914,Z512733382
3913,Z512733558
1229,Z512737158
1230,Z512729084
1230,Z512734082
713,Z433748528
1172,Z436053480
3912,Z512727012
3911,Z2002871587
3910,Z512729712
3909,Z225518534
3908,Z1116772159
712,Z89632752
3907,Z287272834
3906,Z271678862
3905,Z1497373417
3904,Z1497373344
3903,Z433621946
1229,Z512730312
3902,Z317649818
3901,Z887145938
3900,Z887143592
3899,Z1149461318
3898,Z846964824
1228,Z887140988
1227,Z17288409
3897,Z981130770
3896,Z981128630
3895,Z512796508
3894,Z89635133
1153,Z512794190
3893,Z284160956
712,Z89632898
712,Z89632885
3892,Z512850338
13,Z512906228
1226,Z2002615243
3891,Z84104169
3890,Z512987160
291,Z433626986
3889,Z1695719031
3888,Z1151299664
3887,Z489144176
87,Z413362906
986,Z89369681
3886,Z435675820
3885,Z1723916142
3884,Z513222266
3883,Z416029472
711,Z1151308676
3882,Z1872658436
285,Z413060336
3881,Z512985178
3880,Z448688242
1225,Z512987602
3879,Z33076908
3878,Z109965280
3877,Z2003606892
3876,Z512936300
3875,Z512982400
3874,Z1500714987
3873,Z1151230693
140,Z434195802
166,Z416135962
420,Z416137220
1224,Z413030724
421,Z411200916
421,Z434371282
1223,Z435644734
3872,Z117385134
3871,Z410646884
3870,Z434224642
421,Z433972696
3869,Z370030774
3868,Z413460974
1188,Z370030150
3867,Z513246796
3866,Z1499378840
710,Z412358040
3865,Z412699246
1084,Z412477524
710,Z412300806
3864,Z413399228
710,Z410474134
3863,Z410493734
166,Z416139748
166,Z416193540
1222,Z433452876
3862,Z2003595588
709,Z435945228
3861,Z2002673312
166,Z416120686
420,Z416187762
3860,Z416317628
420,Z416120856
166,Z416134940
1221,Z416180764
166,Z416150378
1220,Z513058280
166,Z434736664
709,Z416190100
708,Z415970886
708,Z416029256
3859,Z513056124
3858,Z416078570
3857,Z2002636103
3856,Z1497975353
707,Z30709609
93,Z19506830
1219,Z414005690
3855,Z1651032920
3854,Z1497501457
3853,Z1151360750
3852,Z30709409
1219,Z413358696
3851,Z20176669
3850,Z450277806
3849,Z30710778
3848,Z1151328282
171,Z19503376
3847,Z1501260700
1218,Z112876068
707,Z30710509
3846,Z1151366963
1218,Z25065893
706,Z24541781
165,Z19455749
3845,Z18477890
1215,Z410002922
3844,Z1497611373
3843,Z410131810
3842,Z33171122
3841,Z992126982
615,Z925882442
3840,Z2002837661
3839,Z565850346
3838,Z109291184
52,Z183307068
3837,Z1165825794
3836,Z96100969
1214,Z513440122
1216,Z413980836
3835,Z413131864
1217,Z446616814
3834,Z435030204
1216,Z436008788
436,Z416319438
1215,Z413350344
1214,Z513438090
214,Z402441972
214,Z409846166
52,Z211756508
3833,Z1149820401
3832,Z1149820446
3831,Z219641576
3830,Z432430384
3829,Z928583918
587,Z932823788
3828,Z941476154
392,Z238828932
3827,Z1209672847
3826,Z413948672
3825,Z24798558
3824,Z808646222
3823,Z238069770
705,Z414005650
214,Z410043944
704,Z402450122
1213,Z183307106
703,Z402430102
3822,Z2002889045
592,Z402442100
3821,Z432457454
703,Z435060562
52,Z211756316
164,Z352905550
3820,Z183353408
3819,Z211774108
52,Z432430888
52,Z230642052
84,Z402447570
3818,Z211833720
3817,Z2002879272
702,Z353106222
33,Z287068586
702,Z353051798
213,Z211760802
401,Z410921518
3816,Z435177218
3815,Z1500761614
705,Z414005598
87,Z413362774
1212,Z402425514
3814,Z183399140
3813,Z447075176
1212,Z402426378
419,Z352905288
1211,Z353189552
1211,Z353195444
290,Z230681410
419,Z352924824
3812,Z219865032
3811,Z1232162463
3810,Z1515896458
419,Z353123920
1207,Z211790178
3809,Z211766182
1203,Z358297028
213,Z211834742
3808,Z410027436
3807,Z411830662
286,Z234907184
3806,Z353222800
213,Z211812664
3805,Z221526766
213,Z230650618
1210,Z211764116
621,Z413482034
1209,Z352925082
3804,Z447078908
701,Z211769172
3803,Z336630906
1208,Z402477694
1202,Z183399710
3802,Z402402266
1207,Z336505956
3801,Z183399538
3800,Z1500862625
209,Z211875728
209,Z219730566
1206,Z434369714
3799,Z2002528003
164,Z352905046
52,Z183441424
84,Z183440144
103,Z183441338
103,Z183440864
84,Z183440586
84,Z183440216
84,Z183440230
84,Z183440240
51,Z183440622
3798,Z435537146
103,Z124837012
1205,Z413169004
1205,Z433692490
3797,Z369956122
1186,Z352905080
1204,Z412773044
209,Z211875740
290,Z230697544
700,Z211804706
1108,Z1838715768
3796,Z666260468
3795,Z1913251629
84,Z183440444
1203,Z203929380
3794,Z219865074
290,Z211769200
52,Z211769720
3793,Z411223988
209,Z219680616
84,Z183440578
3792,Z211942918
3791,Z229370366
1109,Z1893051061
3790,Z353413310
1202,Z183401196
3789,Z211793270
3788,Z1757902189
164,Z352905256
3787,Z973586742
87,Z413362682
414,Z183404854
3786,Z211794826
3785,Z211790654
3784,Z124600608
3783,Z295915632
1201,Z352259174
1165,Z237784110
3782,Z2003271730
3781,Z231013988
212,Z135149324
1177,Z212164012
212,Z231101750
3780,Z212000564
395,Z424460630
3779,Z403705768
1200,Z220533310
1200,Z220533314
3778,Z370229672
3777,Z412485286
215,Z652628644
1199,Z45651558
215,Z806730490
212,Z230945238
702,Z353105500
212,Z211759068
3776,Z46199894
211,Z211877184
289,Z410921204
1198,Z414005284
1197,Z410224802
289,Z413358290
289,Z413362460
3775,Z434457718
3774,Z481517820
3773,Z230929172
3772,Z449207416
3771,Z1090020186
3770,Z976220462
3769,Z994195148
3768,Z185091254
3767,Z219782462
1196,Z211870532
3766,Z219863644
699,Z352709030
1195,Z352708076
1195,Z352713986
699,Z287114382
1187,Z362578152
211,Z211889584
3765,Z434458558
1194,Z356269242
33,Z236611298
697,Z352907300
697,Z356271354
1193,Z352909566
33,Z211758594
33,Z211835132
33,Z234944006
698,Z234943964
1192,Z352906784
210,Z211941594
211,Z212040544
1191,Z234943926
697,Z281788088
1190,Z352904824
33,Z211926412
210,Z212011616
1189,Z352905696
288,Z434971996
3764,Z446774756
33,Z353052828
211,Z352573452
1188,Z352905296
3763,Z2002619313
3762,Z352904474
164,Z352908188
1187,Z211747648
3761,Z234944716
386,Z494693834
164,Z352906478
33,Z230904210
33,Z353436144
33,Z208357508
33,Z353449598
418,Z352907528
1186,Z352904156
33,Z211775728
418,Z352904286
3760,Z356267020
1185,Z413349832
1184,Z211780926
33,Z352306290
696,Z336595738
3759,Z495857832
3758,Z432157216
287,Z230792564
414,Z183504924
3757,Z369956042
129,Z230915980
129,Z230644082
1182,Z2004597718
287,Z230868262
3756,Z219778274
3755,Z2004605826
1183,Z525469770
1182,Z2004601874
52,Z525474132
417,Z230755846
3754,Z242592216
129,Z230745898
3753,Z183338722
129,Z230645276
3752,Z2004611754
52,Z525586476
1181,Z183339404
3751,Z211768850
211,Z211769002
129,Z230643510
3750,Z211769040
212,Z197419624
3749,Z365110378
3748,Z526205594
3747,Z25382906
3746,Z51990820
3745,Z361378742
32,Z234957470
416,Z234971388
32,Z235258926
83,Z235258960
83,Z410247124
286,Z234910340
32,Z234934038
1179,Z234971872
3744,Z416993532
3743,Z381635492
3742,Z440973744
3741,Z525919290
3740,Z365032620
3739,Z197798722
129,Z230670514
3738,Z32809146
32,Z234906832
32,Z234906724
3737,Z1150602347
3736,Z413877424
1180,Z234908680
32,Z234906986
3735,Z1150623722
3734,Z228961842
3733,Z126226684
3732,Z241225644
3731,Z526617820
1179,Z234971960
3730,Z1852127123
1106,Z1822488211
32,Z234908002
32,Z412904206
1178,Z234971946
416,Z234971352
3729,Z2004654521
32,Z409837442
416,Z234972566
695,Z234971670
416,Z234972692
32,Z234939444
32,Z234937660
32,Z234941468
83,Z410525340
32,Z234906952
83,Z235259032
83,Z409492606
163,Z412528908
83,Z412545530
3728,Z411863182
3727,Z1150644230
415,Z412694436
415,Z412895696
3726,Z238244782
3725,Z238241958
3724,Z1150713886
3723,Z54930231
3722,Z332468958
1177,Z352404918
704,Z369966332
415,Z414005044
3721,Z528954678
3720,Z416233894
415,Z412677770
3719,Z352878764
3718,Z1500908386
3717,Z530788436
3716,Z530129170
3715,Z435035914
285,Z433197474
3714,Z432981240
1176,Z432983932
694,Z353449816
285,Z433288348
3713,Z532635462
3712,Z434268236
1175,Z433263220
285,Z433231838
1174,Z435041228
3711,Z1498087157
3710,Z534150900
3709,Z534046458
3708,Z435657344
3707,Z412895654
3706,Z102051574
3705,Z758942310
693,Z434384552
3704,Z413761892
3703,Z434644306
3702,Z968526170
1173,Z410146770
578,Z968528524
285,Z413059408
1173,Z413947986
3701,Z441002982
3700,Z416155446
3699,Z537160660
1172,Z436061678
1170,Z537260630
636,Z365408266
3698,Z539916332
3697,Z367470908
3696,Z448121376
3695,Z968526262
687,Z339841598
3694,Z356213170
3693,Z383784840
3692,Z384133708
3691,Z367470586
3690,Z448225830
3689,Z319710948
3688,Z385146542
3687,Z434005284
692,Z353462412
1171,Z433774064
3686,Z2004470697
692,Z353460314
692,Z353460312
140,Z434193608
3685,Z433497074
3684,Z974138822
1170,Z412528758
3683,Z410224420
1169,Z227422330
1169,Z352208146
3682,Z227421474
3681,Z227421342
400,Z227422972
3680,Z227420348
3679,Z227421814
77,Z227418874
1168,Z390675940
3678,Z359386196
3677,Z366830610
1008,Z369936928
3676,Z431811680
3675,Z1000162842
3674,Z542781862
3673,Z445032542
3672,Z88378305
3671,Z542438612
1167,Z228322050
3670,Z91045450
3669,Z27233969
3668,Z227421070
3667,Z89570253
3666,Z422798562
3665,Z353498766
3664,Z1000106170
3663,Z352284088
3662,Z968809638
3661,Z211761186
1166,Z545395986
3660,Z993597868
414,Z183434858
414,Z183435038
1162,Z411047668
3659,Z412698400
1165,Z237784482
1164,Z1000936770
3658,Z993685582
3657,Z991659496
3656,Z991659124
3655,Z1000892712
588,Z552005794
3654,Z2003758340
3653,Z1915712106
3652,Z1915711301
3651,Z435402646
3650,Z2003708665
3649,Z320074116
1087,Z223387900
3648,Z90271017
3647,Z28788255
3646,Z370526718
1069,Z227246212
1163,Z25566763
3645,Z103364476
3644,Z545674542
3643,Z410348964
87,Z413362008
665,Z438966614
439,Z414004826
3642,Z438965478
1162,Z411047664
3641,Z1000937380
3640,Z435528460
3639,Z1000893044
3638,Z1000894562
3637,Z2004145356
3636,Z1000943544
3635,Z993666144
3634,Z993687480
3633,Z284928492
3632,Z339952604
1161,Z364420120
3631,Z177082116
3630,Z27235340
3629,Z193745956
3628,Z103052204
1083,Z383584834
3627,Z445091660
173,Z227422828
1160,Z27825507
3626,Z26643739
3625,Z1500961261
3624,Z196168822
3623,Z142768920
3622,Z28510506
3621,Z102680754
1160,Z27466755
3620,Z1500882023
3619,Z1000513060
3618,Z368703492
935,Z431818976
3617,Z435186770
3616,Z355311884
3615,Z435650070
3614,Z90769147
402,Z215200344
3613,Z370209350
3612,Z432279120
87,Z554566766
3611,Z445011710
1159,Z445026424
3610,Z448179486
3609,Z1261310096
3608,Z434202158
3607,Z994326970
3606,Z409671008
3605,Z554546028
51,Z211874752
209,Z219730526
51,Z211874508
51,Z211874514
51,Z211874516
103,Z124435836
51,Z211874532
51,Z211874520
51,Z211874548
51,Z211874558
51,Z211874522
606,Z281544350
3604,Z88485975
3603,Z215329328
681,Z358061154
3602,Z343159242
3601,Z444968970
51,Z211874828
3600,Z183100298
3599,Z284099088
3598,Z336658938
3597,Z444949810
51,Z211874678
51,Z211874794
1158,Z236583348
209,Z219730556
3596,Z1000355066
1157,Z435914554
3595,Z2003729877
3594,Z993446846
3593,Z993452394
3592,Z2003922926
691,Z558162528
3591,Z2003921506
691,Z558166754
3590,Z991651206
3589,Z2003920340
690,Z413361792
3588,Z494444448
3587,Z558223910
3586,Z2003917599
3585,Z413389802
3584,Z993449248
3583,Z1498812426
3582,Z1000869848
3581,Z441004900
3580,Z1499732957
3579,Z1499096606
689,Z991652018
3578,Z1757350339
3577,Z1757347102
22,Z433265016
688,Z433339396
3576,Z558280596
22,Z433301920
22,Z433302548
22,Z433310098
22,Z433310734
22,Z433313148
22,Z433325676
413,Z433326642
22,Z432879958
1061,Z558323180
22,Z433226132
3575,Z993473618
22,Z433387172
3574,Z32566374
128,Z433316268
3573,Z4705319071
1156,Z991651382
1156,Z991651510
3572,Z410645778
3571,Z7644988887
22,Z433100304
128,Z433013102
22,Z433287242
162,Z433288912
3570,Z435599482
3569,Z24698610
22,Z433378940
22,Z433290786
22,Z433292034
22,Z433293706
3568,Z558282988
162,Z433435014
3567,Z1000676060
22,Z432896308
3566,Z996737250
3565,Z996736488
3564,Z52128067
3563,Z2004512827
3562,Z1502120910
3561,Z1000401114
3560,Z32497977
3559,Z996742148
3558,Z362535640
3557,Z229296160
3556,Z355161814
412,Z558585402
1155,Z228259224
3555,Z422203440
3554,Z423423590
3553,Z62731525
3552,Z996732484
412,Z558585482
3551,Z432978672
3550,Z433097820
3549,Z298611176
3548,Z221486490
3547,Z996737094
3546,Z370261880
3545,Z45639368
3544,Z95684461
3543,Z1000478010
633,Z558482538
3542,Z433269412
3541,Z365834228
1154,Z408283424
3540,Z432236170
7,Z52889152
3539,Z237070198
1079,Z226282318
3538,Z216986432
111,Z365159936
3537,Z225776438
3536,Z432293750
3535,Z432298638
3534,Z558463094
3533,Z126045984
3532,Z319683548
3531,Z338323978
3530,Z105532622
3529,Z288929020
3528,Z247284902
