Ligand,SMILES,LGFE(kcal/mol),LE(kcal/mol),PoseNo
Z1588724841,C[C@@H]([NH2+]CC(=O)NCc1cccnc1)c1ccc2c(c1)CCC(=O)N2,-6.216,-0.249,02
Z1021119610,O=C(Nc1ccc(NC2CCOCC2)cc1)Nc1cccnc1,-6.215,-0.270,04
Z109928664,CS(=O)(=O)c1cccc(NC(=O)CCc2c[nH]c3ccccc23)c1,-6.215,-0.259,04
Z2387922177,Cc1nccnc1[C@H](C)[NH2+]C[C@@H]1CCCO[C@H]1c1cnn(C)c1,-6.215,-0.270,01
Z291857184,COc1ccc([C@H]2CCCN2C(=O)CN2C(=O)CNC2=O)cc1OC,-6.214,-0.249,05
Z1139320551,CN(CC(=O)N1CCC[C@@H]1Cn1cccn1)c1ccc(C#N)cn1,-6.213,-0.259,01
Z1994111345,COCCN(Cc1ccnn1C)c1ccnc2c(OC)cccc12,-6.213,-0.259,04
Z2314854293,C=CCCN(C)C(=O)C(=O)N1CC=C(c2c[nH]c3ncccc23)CC1,-6.212,-0.248,01
Z109928664,CS(=O)(=O)c1cccc(NC(=O)CCc2c[nH]c3ccccc23)c1,-6.211,-0.259,05
Z2892030750,Cn1cc(CNc2ccc(C(=O)Nc3cnc(C4CC4)nc3)cc2)cn1,-6.211,-0.239,02
Z1139321949,COc1ccc2cc(C(=O)N3CCC[C@H]3Cn3cc(C)cn3)[nH]c2c1,-6.208,-0.248,01
Z1942022450,CCOC[C@@H](NC(=O)NCc1ccc2ncccc2c1)C(C)C,-6.207,-0.270,03
Z988819458,C[C@@H](C1CC1)n1ncc2cc(/C([O-])=N/S(C)(=O)=O)cnc21,-6.206,-0.296,03
Z1942022450,CCOC[C@@H](NC(=O)NCc1ccc2ncccc2c1)C(C)C,-6.205,-0.270,04
Z459891032,COc1ccc(COCC(=O)N2CCC[C@@H]2C(=O)N(C)C)cc1,-6.204,-0.270,01
Z612370246,COc1ccc(-c2cc(/C([O-])=N/S(C)(=O)=O)n[nH]2)c(OC)c1,-6.204,-0.282,03
Z1534560422,Cc1[nH+]ccn1C[C@H](C)CNC(=O)N[C@H]1CCO[C@@H]1C1CC1,-6.202,-0.282,03
Z395891880,Cc1noc2ncc(C(=O)Nc3cccc(-c4cc[nH]n4)c3)cc12,-6.202,-0.258,02
Z1697191995,CCOc1ccc(NC(=O)c2cc(COC)on2)c2ncccc12,-6.201,-0.258,04
Z1864132781,CC[C@@H]1OCCC[C@@H]1C(=O)Nc1ccn(Cc2ccncc2)n1,-6.201,-0.270,04
Z2057188733,COC[C@@H]1C[C@@H](OC)CN1C(=O)N[C@H]1CCc2nc(C)ncc2C1,-6.201,-0.258,02
Z288674044,Cc1noc2ncc(C(=O)Nc3ccc(Cl)c4ncccc34)cc12,-6.201,-0.258,02
Z1104834508,C[C@@H](NC(=O)Nc1ccc(OCc2cccnc2)cc1)c1ccncc1,-6.200,-0.238,05
Z1845305969,CC(C)c1nc2cc(NC(=O)N3CCn4cnnc4[C@H]3C)ccc2o1,-6.200,-0.248,01
Z2335517515,COc1ccc(C(=O)N2CCO[C@@H]([C@@H](C)O)C2)cc1Br,-6.199,-0.310,03
Z736007078,COc1ccc(C[NH2+]Cc2cccc(Cn3cccn3)c2)c(OC)c1,-6.199,-0.248,03
Z985617884,Cc1nnc2n1C[C@H](NC(=O)CN1CCS(=O)(=O)CC1)CC2,-6.198,-0.282,01
Z1389555647,CC(C)[C@@H](NC(=O)NCCc1ncnn1C)c1ccccc1Cl,-6.197,-0.269,05
Z1646540202,COc1ccc(S(=O)(=O)NCCc2ccncc2C)c(C)c1F,-6.197,-0.269,03
Z1842735332,CCn1cc([C@@H]2CN(C(=O)c3ccc4c(c3)nnn4C)CCO2)cn1,-6.197,-0.248,02
Z363527536,COc1ccc([C@@H](NC(=O)CN(C)S(C)(=O)=O)C2CC2)cc1,-6.197,-0.282,05
Z240534592,CN(Cc1cnn(C)c1)C(=O)C1CCN(c2ccc(C#N)cn2)CC1,-6.196,-0.248,05
Z384984544,Cn1c(=O)c2c(ncn2CCCN2C(=O)NC(C)(C)C2=O)n(C)c1=O,-6.196,-0.248,05
Z751681466,Cc1ccnc(NC(=O)C2CCN(CC(=O)N3CCNC3=O)CC2)c1,-6.196,-0.248,05
Z396645612,C[C@@H]1C[C@@H]1c1ccc(CN(C(=O)c2ccc3[nH]nnc3c2)C2CC2)o1,-6.195,-0.248,02
Z396645612,C[C@@H]1C[C@@H]1c1ccc(CN(C(=O)c2ccc3[nH]nnc3c2)C2CC2)o1,-6.195,-0.248,03
Z758507640,COc1ccccc1C[N@H+]1CC[C@H](NC(=O)c2ccc(=O)[nH]c2)CC1,-6.195,-0.248,05
Z2723044673,COCCn1cc(-c2cccc(CN3CCCS3(=O)=O)c2)cn1,-6.194,-0.269,02
Z1648036919,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(-c3ncn(C)n3)c2)c1C,-6.193,-0.248,04
Z1994111345,COCCN(Cc1ccnn1C)c1ccnc2c(OC)cccc12,-6.193,-0.258,05
Z2193900967,CC[C@H](C)[C@H](NC(C)=O)c1nc(-c2ccc3[nH]nnc3c2)no1,-6.193,-0.269,02
Z275022158,COc1cccc(S(=O)(=O)Nc2cccc(C(C)=O)c2)c1,-6.192,-0.295,05
Z1757782248,CCNC(=O)c1ccc(NC[C@@H]2CCO[C@H]2c2ccnn2CC)nn1,-6.191,-0.248,02
Z1139436067,Cc1nnc2n1CCN(CCOc1ccc3c(c1)CCC(=O)N3)C2,-6.189,-0.258,03
Z1516537839,Cn1ncc2cnn(C[C@@H](O)COc3cccc4[nH]ccc34)c2c1=O,-6.189,-0.248,01
Z1384417887,COc1ccccc1N[C@H]1CC[N@@H+](Cc2cc(=O)c(O)co2)CC1,-6.188,-0.258,04
Z1534560422,Cc1[nH+]ccn1C[C@H](C)CNC(=O)N[C@H]1CCO[C@@H]1C1CC1,-6.188,-0.281,04
Z1385442107,CNC(=O)c1cc(Cl)ccc1NCC(=O)Nc1c(C)nn(C)c1C,-6.187,-0.258,04
Z1669943447,C[C@@H]1C[C@@H](c2cccnc2)N(C(=O)Nc2ccc(-n3nccn3)nc2)C1,-6.186,-0.238,03
Z1139742468,Cn1cc(C[NH+]2CCN(C[C@@H](O)COC[C@H]3CCCO3)CC2)cn1,-6.185,-0.258,05
Z2057258210,COc1ccc(Cl)cc1CC(=O)N[C@H]1CCO[C@@H]1c1ccnn1C,-6.185,-0.258,03
Z372559088,COc1cc(C(=O)Nc2cccc(-c3cc[nH]n3)c2)cc(OC)c1C,-6.185,-0.247,04
Z736007078,COc1ccc(C[NH2+]Cc2cccc(Cn3cccn3)c2)c(OC)c1,-6.185,-0.247,04
Z1252358944,CN(C)c1nc(N2CCC(C(=O)Nc3ccccn3)CC2)cc[nH+]1,-6.184,-0.258,03
Z1779318057,Cc1ccc2cc(CNc3cccc(CS(C)(=O)=O)c3)ccc2n1,-6.184,-0.258,05
Z953997330,COc1ccc([C@@H]2CCCN2C(=O)NCc2cc(C)no2)cc1OC,-6.184,-0.247,02
Z2905841413,O=C(NCc1ccc2c(c1)CCO2)c1coc(C[N@@H+]2CC[C@H](O)C2)n1,-6.182,-0.247,02
Z971868616,CCOc1ccc2cc(C(=O)N(CCC#N)Cc3cccnc3)[nH]c2c1,-6.181,-0.238,02
Z1306764805,CO[C@]1(C)C[C@@H](NC(=O)N[C@@H](C)c2c(C)noc2C)C1(C)C,-6.180,-0.281,03
Z506934842,CCOc1ccc([C@@H]2CCCN2C(=O)NCCCn2cccn2)cc1,-6.180,-0.247,04
Z1011589352,CSc1cc2c(cc1NC(=O)N(C)Cc1cnn(C)c1)OCCO2,-6.179,-0.257,01
Z112468556,COc1ccc2[nH]c(S[C@H](C)C(=O)N3CCNC3=O)nc2c1,-6.178,-0.281,03
Z1438511748,Cc1cc(NC(=O)N[C@@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1,-6.178,-0.247,04
Z2335517515,COc1ccc(C(=O)N2CCO[C@@H]([C@@H](C)O)C2)cc1Br,-6.178,-0.309,04
Z1478413423,COCCOc1ccc(NCc2cc(F)cc3cccnc23)cn1,-6.177,-0.257,01
Z134784870,CS(=O)(=O)N1CCN(CC(=O)NC(=O)NCc2ccco2)CC1,-6.176,-0.269,05
Z2335517515,COc1ccc(C(=O)N2CCO[C@@H]([C@@H](C)O)C2)cc1Br,-6.176,-0.309,05
Z816885934,COc1ccc(NC(=O)c2ccc(NC3CC3)nc2)c2cccnc12,-6.176,-0.247,03
Z1277952891,CCn1nnnc1-c1cccc(NC(=O)NCc2cc(C)on2)c1,-6.175,-0.257,05
Z1593365516,CCC(CC)n1nc(C)cc1C(=O)Nc1cc(C2CCOCC2)[nH]n1,-6.175,-0.247,01
Z506934842,CCOc1ccc([C@@H]2CCCN2C(=O)NCCCn2cccn2)cc1,-6.175,-0.247,05
Z1273983437,Cc1nn(-c2ccc(C(=O)N[C@@H](C)COCC(C)C)cc2)c(C)[nH+]1,-6.173,-0.257,04
Z1393199912,COc1ccc(S(=O)(=O)Nc2ccc(C)nc2C)cc1Cl,-6.173,-0.294,01
Z2802574649,CN1CCCC[C@@H](C(=O)NC[C@H](n2cncn2)C(F)(F)F)C1=O,-6.172,-0.268,05
Z1585444052,CCCN1C(=O)CCc2cc(NC(=O)Nc3cn[nH]c3)ccc21,-6.171,-0.268,02
Z1627006929,Cn1cnc(-c2ccc(C(=O)Nc3ccc4c(c3)OCO4)cc2)n1,-6.169,-0.257,05
Z384246264,CC1(C)CN(C(=O)CCc2nc(-c3ccncc3)no2)CCO1,-6.169,-0.268,01
Z288674044,Cc1noc2ncc(C(=O)Nc3ccc(Cl)c4ncccc34)cc12,-6.168,-0.257,03
Z1175094317,Cc1cn(CC(=O)NCCCC(=O)Nc2cn[nH]c2)c2ccccc12,-6.167,-0.247,03
Z1240050602,O=C(N[C@@H]1COc2ccccc21)c1cccc(Nc2cnccn2)c1,-6.167,-0.247,01
Z1797626364,CCC1(CC)[C@@H](OC)C[C@H]1NC(=O)c1cn2ccnc2s1,-6.167,-0.294,04
Z1385442107,CNC(=O)c1cc(Cl)ccc1NCC(=O)Nc1c(C)nn(C)c1C,-6.166,-0.257,05
Z396645612,C[C@@H]1C[C@@H]1c1ccc(CN(C(=O)c2ccc3[nH]nnc3c2)C2CC2)o1,-6.166,-0.247,04
Z806259278,COCCOc1ncccc1C(=O)NCCC(=O)Nc1ccccn1,-6.166,-0.247,05
Z1139321949,COc1ccc2cc(C(=O)N3CCC[C@H]3Cn3cc(C)cn3)[nH]c2c1,-6.165,-0.247,02
Z1344057349,CC(=O)N1CC[C@@H](C(=O)NC(C)(C)c2ccc(OCC(C)C)cc2)C1,-6.165,-0.247,01
Z238582714,O=C(/C=C/c1cccc2cccnc12)NCCc1c[nH]c2ccccc12,-6.164,-0.237,02
Z2387922177,Cc1nccnc1[C@H](C)[NH2+]C[C@@H]1CCCO[C@H]1c1cnn(C)c1,-6.164,-0.268,02
Z1978138141,CCC(CC)n1ncc(C(=O)Nc2ccc(OCOC)cc2)c1C,-6.163,-0.257,05
Z1306764805,CO[C@]1(C)C[C@@H](NC(=O)N[C@@H](C)c2c(C)noc2C)C1(C)C,-6.161,-0.280,04
Z1648036919,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(-c3ncn(C)n3)c2)c1C,-6.160,-0.246,05
Z2950947116,COC[C@@H](C)n1ccc(NC(=O)N2CCn3nc(C4CC4)cc3C2)n1,-6.160,-0.246,04
Z509096114,CC[C@H]1CN(C(=O)NCc2ccc(-n3cncn3)nc2)CCO1,-6.160,-0.268,03
Z971868616,CCOc1ccc2cc(C(=O)N(CCC#N)Cc3cccnc3)[nH]c2c1,-6.156,-0.237,03
Z1325345671,C[C@H](CNC(=O)c1cccc(-n2cccn2)n1)Cn1ccnc1,-6.155,-0.268,01
Z2222482663,CC(C)C(=O)Nc1cc(C(=O)N[C@H](C)c2nnc[nH]2)ccn1,-6.155,-0.280,01
Z1277762185,O=C(NC[C@@H]1CCC[C@@H]1O)Nc1cccc(C#Cc2ccccn2)c1,-6.154,-0.246,01
Z1039377630,Cc1[nH]c2ccccc2c1CCNC(=O)N1CCC(CC(N)=O)CC1,-6.153,-0.246,01
Z2179562030,CCN(Cc1ccc(OC)cc1)c1cc(N2CCOCC2)ncn1,-6.153,-0.256,03
Z2762319749,COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,-6.152,-0.256,02
Z2762319749,COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,-6.152,-0.256,03
Z1104834283,O=C(NCCn1ccnc1)Nc1ccc(OCc2cccnc2)cc1,-6.151,-0.246,05
Z1845305969,CC(C)c1nc2cc(NC(=O)N3CCn4cnnc4[C@H]3C)ccc2o1,-6.151,-0.246,02
Z2683072393,Cc1ncoc1CNC(=O)Nc1ccc2oc(C(C)(C)C)nc2c1,-6.151,-0.256,03
Z998750774,Cc1cc(C)n(C[C@@H](C)CNC(=O)Cc2c(C)noc2Cl)n1,-6.149,-0.280,05
Z2683072393,Cc1ncoc1CNC(=O)Nc1ccc2oc(C(C)(C)C)nc2c1,-6.148,-0.256,04
Z1588724841,C[C@@H]([NH2+]CC(=O)NCc1cccnc1)c1ccc2c(c1)CCC(=O)N2,-6.147,-0.246,03
Z1716269213,COc1ccc(-c2nnc(N3CC[C@@H](CO)C3)c3ccccc23)cc1,-6.147,-0.246,05
Z2627396093,CCOc1ccc(NC(=O)N2CCC(c3cn[nH]c3C)CC2)nc1C,-6.147,-0.246,02
Z1509821464,CC(C)n1cnc(S(=O)(=O)Nc2cnn(Cc3ccncc3)c2)c1,-6.146,-0.256,01
Z1967704733,CNC(=O)[C@]1(C)CCN(C(=O)c2cc(NC(C)=O)ccc2F)C1,-6.146,-0.267,04
Z383073288,CNS(=O)(=O)c1ccc(C(=O)N[C@@H](C)c2ccccn2)o1,-6.146,-0.293,03
Z1021119610,O=C(Nc1ccc(NC2CCOCC2)cc1)Nc1cccnc1,-6.145,-0.267,05
Z31937518,O=C(CCC(=O)N1CCC(c2nc3ccccc3o2)CC1)c1ccc2c(c1)OCCCO2,-6.145,-0.192,01
Z65180165,Cn1cc(C[N@H+](C)CC(=O)NCc2ccc3c(c2)OCO3)cn1,-6.145,-0.267,01
Z1967704733,CNC(=O)[C@]1(C)CCN(C(=O)c2cc(NC(C)=O)ccc2F)C1,-6.144,-0.267,05
Z25066352,CCc1ccccc1NC(=O)CSc1ccc(NC(C)=O)cc1,-6.144,-0.267,02
Z2950947116,COC[C@@H](C)n1ccc(NC(=O)N2CCn3nc(C4CC4)cc3C2)n1,-6.144,-0.246,05
Z1139706899,C[C@@H](C(=O)NCc1ccco1)[N@@H+]1CCO[C@H](Cn2cncn2)C1,-6.143,-0.267,02
Z1588724841,C[C@@H]([NH2+]CC(=O)NCc1cccnc1)c1ccc2c(c1)CCC(=O)N2,-6.143,-0.246,04
Z2397097244,Cc1nccc(CCC(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)n1,-6.143,-0.279,02
Z1230096772,CO/C(O)=C/n1ncc2c(NCCc3nncn3C3CC3)ncnc21,-6.142,-0.246,04
Z2093419805,Cc1[nH]ncc1C1CCN(c2cc(N3CCC[C@@H]3CO)ncn2)CC1,-6.142,-0.246,01
Z2892030750,Cn1cc(CNc2ccc(C(=O)Nc3cnc(C4CC4)nc3)cc2)cn1,-6.141,-0.236,03
Z395891880,Cc1noc2ncc(C(=O)Nc3cccc(-c4cc[nH]n4)c3)cc12,-6.141,-0.256,03
Z1758849848,C[N@H+](Cc1cc(=O)nc(N)[nH]1)[C@@H]1CCN(c2ccnc(C3CC3)n2)C1,-6.140,-0.246,04
Z1250167930,COc1ccc(-c2nc3n(n2)/C(=C2\C=CC=CN2)C(C(=O)Nc2cccnc2)=C(C)N3)cc1OC,-6.139,-0.175,03
Z1585444052,CCCN1C(=O)CCc2cc(NC(=O)Nc3cn[nH]c3)ccc21,-6.139,-0.267,03
Z318264162,CCCc1cc(C(=O)Nc2cccc(NC(=O)CC)c2)n[nH]1,-6.139,-0.279,01
Z434803216,Cc1cc(C)c(CNC(=O)NCc2ccc(N(C)C)nc2)c(=O)[nH]1,-6.138,-0.256,03
Z56929537,O=C(c1ccc2c(c1)C(=O)N(C[C@@H]1CCCO1)C2=O)c1ccc2c(c1)C(=O)N(C[C@@H]1CCCO1)C2=O,-6.138,-0.170,05
Z25066352,CCc1ccccc1NC(=O)CSc1ccc(NC(C)=O)cc1,-6.136,-0.267,03
Z1416385957,CC(C)C1=NN/C(=N\S(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)C1,-6.134,-0.256,01
Z2762319749,COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,-6.134,-0.256,04
Z989432900,Cc1cc(NC(=O)CN2CCc3ncnc(N(C)C)c3C2)no1,-6.133,-0.267,01
Z1273983437,Cc1nn(-c2ccc(C(=O)N[C@@H](C)COCC(C)C)cc2)c(C)[nH+]1,-6.132,-0.255,05
Z2193900967,CC[C@H](C)[C@H](NC(C)=O)c1nc(-c2ccc3[nH]nnc3c2)no1,-6.132,-0.267,03
Z644894600,CCCS(=O)(=O)N1CCC(Nc2ncnc3c2cnn3C)CC1,-6.131,-0.267,02
Z1438511748,Cc1cc(NC(=O)N[C@@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1,-6.130,-0.245,05
Z2297564644,CNC(=O)c1cccc(CCC(=O)N2C[C@@H](C)[N@H+](CCO)[C@@H](C)C2)c1,-6.130,-0.245,02
Z2762319749,COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,-6.130,-0.255,05
Z56056565,COc1ccc(C[N@@H+](C)CC(=O)c2c[nH]c3ccccc23)c(OC)c1,-6.130,-0.245,01
Z1175094317,Cc1cn(CC(=O)NCCCC(=O)Nc2cn[nH]c2)c2ccccc12,-6.128,-0.245,04
Z133890880,COc1ccc(NC(=O)CNc2ccccc2N2CCCC2=O)cc1,-6.128,-0.245,01
Z1518815563,O=C(Nc1cnn(-c2ccccn2)c1)N[C@@H]1CCc2[nH]ncc2C1,-6.128,-0.255,01
Z2193900967,CC[C@H](C)[C@H](NC(C)=O)c1nc(-c2ccc3[nH]nnc3c2)no1,-6.128,-0.266,04
Z962131448,Cc1cc(C(=O)N2CCC[C@@H](CNS(=O)(=O)C(C)C)C2)on1,-6.126,-0.278,03
Z2057258210,COc1ccc(Cl)cc1CC(=O)N[C@H]1CCO[C@@H]1c1ccnn1C,-6.124,-0.255,04
Z1416612122,CCC[C@H]1CN(Cc2cnc(C)cn2)CC[N@@H+]1Cc1cnc(C)cn1,-6.123,-0.245,01
Z436982254,C[C@H](Cn1ccnc1)NC(=O)NCc1ccnc(OC2CCCC2)c1,-6.123,-0.245,03
Z25072326,CC(=O)c1cccc(OCC(=O)Nc2ccccc2C(C)=O)c1,-6.121,-0.266,01
Z962131448,Cc1cc(C(=O)N2CCC[C@@H](CNS(=O)(=O)C(C)C)C2)on1,-6.121,-0.278,04
Z193397782,Cc1cc(C(=O)NCCCc2nc3ccccc3[nH]2)c2ccccc2n1,-6.119,-0.235,02
Z17437316,CC(=O)c1ccccc1OCCSc1nnc(C[NH+]2CCCC2)n1-c1ccccc1,-6.118,-0.204,01
Z1744293740,COc1ccc2[nH]cc(CC(=O)Nc3cnn([C@H](C)C4CC4)c3)c2c1,-6.118,-0.245,03
Z1744293740,COc1ccc2[nH]cc(CC(=O)Nc3cnn([C@H](C)C4CC4)c3)c2c1,-6.117,-0.245,04
Z32015536,CNC(=O)CCc1nc2cc(S(=O)(=O)N(C)C)ccc2n1C,-6.117,-0.278,03
Z395891880,Cc1noc2ncc(C(=O)Nc3cccc(-c4cc[nH]n4)c3)cc12,-6.117,-0.255,04
Z2193900967,CC[C@H](C)[C@H](NC(C)=O)c1nc(-c2ccc3[nH]nnc3c2)no1,-6.116,-0.266,05
Z32409794,Cc1cc(C(=O)NCC[NH+]2CCOCC2)c2ccccc2n1,-6.116,-0.278,04
Z32409794,Cc1cc(C(=O)NCC[NH+]2CCOCC2)c2ccccc2n1,-6.116,-0.278,05
Z962131448,Cc1cc(C(=O)N2CCC[C@@H](CNS(=O)(=O)C(C)C)C2)on1,-6.116,-0.278,05
Z2892030750,Cn1cc(CNc2ccc(C(=O)Nc3cnc(C4CC4)nc3)cc2)cn1,-6.115,-0.235,04
Z102604230,CC(=O)c1cccc(S(=O)(=O)NCC(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)c1,-6.114,-0.180,04
Z1420692746,Cc1nn(C)c(C)c1OCC(=O)Nc1ccc2nn[nH]c2c1,-6.114,-0.278,01
Z971868616,CCOc1ccc2cc(C(=O)N(CCC#N)Cc3cccnc3)[nH]c2c1,-6.114,-0.235,04
Z1252358944,CN(C)c1nc(N2CCC(C(=O)Nc3ccccn3)CC2)cc[nH+]1,-6.112,-0.255,04
Z1539767007,O=C(Nc1ccnn1Cc1ccccn1)N[C@H]1CCOc2ccccc21,-6.112,-0.235,04
Z1550264999,CC(C)(O)[C@@H]1CCCN1C(=O)c1ccc(-n2cncn2)nc1,-6.112,-0.278,03
Z410714578,Cc1cc(C)c(C)c(OCCCNC(=O)Nc2cc(C)nn2C)c1,-6.112,-0.255,03
Z238582714,O=C(/C=C/c1cccc2cccnc12)NCCc1c[nH]c2ccccc12,-6.111,-0.235,03
Z395891880,Cc1noc2ncc(C(=O)Nc3cccc(-c4cc[nH]n4)c3)cc12,-6.111,-0.255,05
Z459891032,COc1ccc(COCC(=O)N2CCC[C@@H]2C(=O)N(C)C)cc1,-6.111,-0.266,02
Z1425842838,Cc1cc(=O)nc(CN(C)Cc2ccc(C(=O)NC3CC3)cc2)[nH]1,-6.110,-0.255,01
Z2697326159,O=C(CCCc1ccc2c(c1)OCCCO2)NCCCn1ccnc1,-6.110,-0.244,04
Z1272713307,Cc1csc2nc(CN3CCc4nn(C)c(=O)cc4C3)cc(=O)n12,-6.109,-0.255,01
Z1697191995,CCOc1ccc(NC(=O)c2cc(COC)on2)c2ncccc12,-6.109,-0.255,05
Z2707202803,COc1cc(COCC(=O)NCCCNC(=O)C2CCC2)ccn1,-6.109,-0.255,05
Z636151410,COc1ccc(C[NH2+]CCc2cnn(C)c2)c(OC)c1OC,-6.108,-0.278,02
Z971868616,CCOc1ccc2cc(C(=O)N(CCC#N)Cc3cccnc3)[nH]c2c1,-6.108,-0.235,05
Z1279371093,O=C(NCCNc1ccccn1)c1cccc(-c2noc(C3CC3)n2)c1,-6.107,-0.235,02
Z872344524,CC(C)C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2c[nH]cn2)cc1,-6.107,-0.254,01
Z1269568627,CC[C@@H](C(=O)Nc1cccc(-c2nnnn2C)c1)N1CCCC1=O,-6.106,-0.254,01
Z2179562030,CCN(Cc1ccc(OC)cc1)c1cc(N2CCOCC2)ncn1,-6.106,-0.254,04
Z1129310633,CCOc1ccc(OC)cc1NC(=O)c1ccc2c(c1)nc(C)n2C,-6.105,-0.244,02
Z1744293740,COc1ccc2[nH]cc(CC(=O)Nc3cnn([C@H](C)C4CC4)c3)c2c1,-6.104,-0.244,05
Z1139320551,CN(CC(=O)N1CCC[C@@H]1Cn1cccn1)c1ccc(C#N)cn1,-6.102,-0.254,02
Z1402295444,O=C(NCc1ccccc1N1CCOCC1)N1CC[C@]2(CCOC2)C1,-6.102,-0.244,02
Z2351159581,C[C@H](Nc1ccc2c(c1)CN(CC(N)=O)CC2)c1ccn(C)n1,-6.102,-0.265,03
Z1139739985,C[C@@H](C(=O)N[C@H]1CCOc2ccccc21)[N@H+]1CCc2c(ncn2C)C1,-6.100,-0.244,02
Z1585444052,CCCN1C(=O)CCc2cc(NC(=O)Nc3cn[nH]c3)ccc21,-6.100,-0.265,04
Z1670609070,O=C(Nc1ccc(-n2ccnn2)cc1)N1CCCC[C@@H]1c1nnc[nH]1,-6.099,-0.244,04
Z1783879896,Cc1noc(C)c1COc1ccc(CNc2ncccn2)cc1,-6.099,-0.265,05
Z1758849848,C[N@H+](Cc1cc(=O)nc(N)[nH]1)[C@@H]1CCN(c2ccnc(C3CC3)n2)C1,-6.098,-0.244,05
Z459891032,COc1ccc(COCC(=O)N2CCC[C@@H]2C(=O)N(C)C)cc1,-6.098,-0.265,03
Z636151410,COc1ccc(C[NH2+]CCc2cnn(C)c2)c(OC)c1OC,-6.097,-0.277,03
Z1139468747,Cc1nn(C[C@@H]2CCCN2CC(=O)Nc2cc(C(C)C)no2)c(C)[nH+]1,-6.095,-0.244,03
Z2142035609,Cc1cc(C)n(Cc2cccc(C(=O)N3CC[C@H](CC(N)=O)C3)c2)n1,-6.095,-0.244,02
Z2697326159,O=C(CCCc1ccc2c(c1)OCCCO2)NCCCn1ccnc1,-6.095,-0.244,05
Z436982254,C[C@H](Cn1ccnc1)NC(=O)NCc1ccnc(OC2CCCC2)c1,-6.095,-0.244,04
Z1402023240,Cc1cc(C)n(CCCNC(=O)N2CC[C@]3(CCOC3)C2)n1,-6.094,-0.277,02
Z1416612122,CCC[C@H]1CN(Cc2cnc(C)cn2)CC[N@@H+]1Cc1cnc(C)cn1,-6.094,-0.244,02
Z2052847670,CCNC(=O)c1ccc(N[C@H]2CCO[C@@H]2c2ccnn2C)nn1,-6.094,-0.265,03
Z1139321949,COc1ccc2cc(C(=O)N3CCC[C@H]3Cn3cc(C)cn3)[nH]c2c1,-6.093,-0.244,03
Z1591235794,CC(C)c1cc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)cc(=O)[nH]1,-6.093,-0.254,02
Z2027313529,Cn1cc(CCC(=O)NCc2ccc3c(c2)nc(C2CC2)n3C)cn1,-6.092,-0.244,03
Z612370246,COc1ccc(-c2cc(/C([O-])=N/S(C)(=O)=O)n[nH]2)c(OC)c1,-6.092,-0.277,04
Z2582965292,Cc1cncc(CNc2ncnc(NCc3cncc(C)c3)c2C)c1,-6.091,-0.244,02
Z1983146706,CCOc1ncccc1CNC(=O)N1CCC[C@H]1[C@@H]1COCC[C@@H]1O,-6.090,-0.244,02
Z1171680806,Cc1nc(C(=O)Nc2ccc(OCC(=O)N(C)C)cc2)c[nH]1,-6.089,-0.277,01
Z1139321949,COc1ccc2cc(C(=O)N3CCC[C@H]3Cn3cc(C)cn3)[nH]c2c1,-6.088,-0.244,04
Z2582964671,CCN(Cc1ccccn1)c1nc2c(=O)n(C)c(=O)n(C)c2[nH]1,-6.088,-0.265,01
Z424840282,CC(C)C[C@H](NC(=O)c1ccc(S(C)(=O)=O)cc1)C(=O)N(C)C,-6.088,-0.265,02
Z2949397573,CCc1cc(CC(=O)Nc2cc(N3CCCC3=O)ccc2F)n(C)n1,-6.087,-0.243,03
Z1185768852,CCn1cc(C(=O)N2CCC[C@H]2Cn2cncn2)c2ccccc21,-6.086,-0.254,02
Z193397782,Cc1cc(C(=O)NCCCc2nc3ccccc3[nH]2)c2ccccc2n1,-6.086,-0.234,03
Z1942022450,CCOC[C@@H](NC(=O)NCc1ccc2ncccc2c1)C(C)C,-6.086,-0.265,05
Z1983146706,CCOc1ncccc1CNC(=O)N1CCC[C@H]1[C@@H]1COCC[C@@H]1O,-6.086,-0.243,03
Z2117736600,CNc1nc(C)cc(C(=O)N2CCC[C@@H]2CNc2cccc(C)n2)n1,-6.086,-0.243,02
Z2627396093,CCOc1ccc(NC(=O)N2CCC(c3cn[nH]c3C)CC2)nc1C,-6.086,-0.243,03
Z916732028,COc1ccc(-c2nnc(NC(=O)c3cccc(C#N)c3)[nH]2)c(OC)c1,-6.086,-0.234,02
